1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	75
1	W	75
4	R	75
5	N	107
5	J	107
4	W	108
5	R	108
4	J	110
5	E	110
4	R	110
4	W	116
0	R	116
4	J	650
4	R	650
4	W	650
0	R	650
4	J	707
4	R	707
4	W	707
0	R	707
4	J	749
4	R	749
4	W	749
0	R	749
4	J	778
4	R	778
4	W	778
0	R	778
4	J	895
4	R	895
4	W	895
0	R	895
4	J	940
4	R	940
4	W	940
0	R	940
4	J	996
4	R	996
4	W	1002
0	R	1002
4	J	1083
4	R	1083
4	W	1083
0	R	1083
4	J	1144
4	R	1144
6	N	1145
6	J	1146
4	W	1146
6	R	1146
7	N	1148
7	J	1148
8	N	1148
8	J	1149
9	N	1149
9	J	1149
10	N	1149
10	J	1150
11	N	1150
11	J	1151
12	N	1151
12	J	1151
13	N	1151
13	J	1152
14	N	1152
14	J	1153
15	N	1153
15	J	1153
16	N	1153
16	J	1154
6	W	1155
16	R	1155
16	J	1185
15	R	1185
15	J	1215
14	R	1215
14	J	1245
13	R	1245
13	J	1275
12	R	1275
12	J	1305
11	R	1305
11	J	1335
10	R	1335
10	J	1365
9	R	1365
9	J	1395
8	R	1395
8	J	1425
7	R	1425
7	W	1425
16	R	1425
16	J	1455
15	R	1455
15	J	1485
14	R	1485
14	J	1515
13	R	1515
7	J	1545
13	J	1545
7	R	1545
7	W	1545
12	R	1545
12	J	1575
11	R	1575
11	J	1605
10	R	1605
10	J	1635
9	R	1635
7	J	1665
9	J	1665
7	R	1665
7	W	1665
8	R	1665
8	J	1695
16	R	1695
16	J	1725
15	R	1725
15	J	1755
14	R	1755
7	J	1785
14	J	1785
7	R	1785
7	W	1785
13	R	1785
13	J	1815
12	R	1815
12	J	1845
11	R	1845
11	J	1875
10	R	1875
7	J	1905
10	J	1905
7	R	1905
7	W	1905
9	R	1905
9	J	1935
8	R	1935
8	J	1965
16	R	1965
16	J	1995
15	R	1995
7	J	2025
15	J	2025
7	R	2025
7	W	2025
14	R	2025
14	J	2055
13	R	2055
13	J	2085
12	R	2085
12	J	2115
11	R	2115
7	J	2145
11	J	2145
7	R	2145
7	W	2145
10	R	2145
10	J	2175
9	R	2175
9	J	2205
8	R	2205
8	W	2215
16	R	2215
16	J	2245
15	R	2245
7	J	2275
15	J	2275
7	R	2275
7	W	2275
14	R	2275
14	J	2305
13	R	2305
8	J	2335
13	J	2335
8	R	2335
8	W	2335
12	R	2335
12	J	2365
11	R	2365
7	J	2395
11	J	2395
7	R	2395
7	W	2395
10	R	2395
10	J	2425
9	R	2425
8	J	2455
9	J	2455
8	R	2455
8	W	2455
16	R	2455
16	J	2485
15	R	2485
7	J	2515
15	J	2515
7	R	2515
7	W	2515
14	R	2515
14	J	2545
13	R	2545
8	J	2575
13	J	2575
8	R	2575
8	W	2575
12	R	2575
12	J	2605
11	R	2605
7	J	2635
11	J	2635
7	R	2635
7	E	2635
6	J	2635
6	R	2635
6	E	2636
4	J	2636
4	R	2636
17	N	2636
17	J	2637
4	W	2637
10	R	2637
10	J	2667
9	R	2667
8	J	2697
9	J	2697
8	R	2697
8	W	2697
17	R	2697
4	J	2699
17	E	2699
4	R	2699
4	W	2700
16	R	2700
16	J	2730
15	R	2730
15	J	2760
14	R	2760
14	J	2790
13	R	2790
8	J	2820
13	J	2820
8	R	2820
8	W	2820
12	R	2820
12	J	2850
11	R	2850
11	J	2880
10	R	2880
10	J	2910
9	R	2910
9	W	2930
8	J	2930
8	R	2930
8	W	2930
16	R	2930
16	J	2960
15	R	2960
15	J	2990
14	R	2990
14	J	3020
13	R	3020
9	J	3050
8	J	3050
13	J	3050
