1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	74
1	J	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	109
4	R	110
4	W	115
0	R	115
4	J	421
4	R	421
4	W	422
0	R	422
4	J	450
4	R	450
4	W	450
0	R	450
4	J	508
4	R	508
4	W	508
0	R	508
4	J	538
4	R	538
4	W	538
0	R	538
4	J	662
4	R	662
4	W	662
0	R	662
4	J	748
4	R	748
4	W	748
0	R	748
4	J	801
4	R	801
4	W	807
0	R	807
4	J	898
4	R	898
4	W	898
0	R	898
4	J	1084
4	R	1084
6	N	1085
6	J	1086
4	W	1086
6	R	1086
7	N	1088
7	J	1088
8	N	1088
8	J	1089
9	N	1089
9	J	1089
10	N	1089
10	J	1090
11	N	1090
11	J	1091
12	N	1091
12	J	1091
13	N	1091
13	J	1092
14	N	1092
14	J	1093
15	N	1093
15	J	1093
16	N	1093
16	J	1094
6	W	1095
16	R	1095
16	J	1110
15	R	1110
15	J	1125
14	R	1125
14	J	1140
13	R	1140
13	J	1155
12	R	1155
12	J	1170
11	R	1170
11	J	1185
10	R	1185
10	J	1200
9	R	1200
9	J	1215
8	R	1215
8	J	1230
7	R	1230
7	W	1230
16	R	1230
16	J	1245
15	R	1245
15	J	1260
14	R	1260
14	J	1275
13	R	1275
13	J	1290
12	R	1290
12	J	1305
11	R	1305
11	J	1320
10	R	1320
7	J	1335
10	J	1335
7	R	1335
7	W	1335
9	R	1335
9	J	1350
8	R	1350
8	J	1365
16	R	1365
16	J	1380
15	R	1380
15	J	1395
14	R	1395
14	J	1410
13	R	1410
13	J	1425
12	R	1425
7	J	1440
12	J	1440
7	R	1440
7	W	1440
11	R	1440
11	J	1455
10	R	1455
10	J	1470
9	R	1470
9	J	1485
8	R	1485
8	J	1500
16	R	1500
16	J	1515
15	R	1515
15	J	1530
14	R	1530
7	J	1545
14	J	1545
7	R	1545
7	W	1545
13	R	1545
13	J	1560
12	R	1560
12	J	1575
11	R	1575
11	J	1590
10	R	1590
10	J	1605
9	R	1605
9	J	1620
8	R	1620
8	J	1635
16	R	1635
7	J	1650
16	J	1650
7	R	1650
7	W	1650
15	R	1650
15	J	1665
14	R	1665
14	J	1680
13	R	1680
13	J	1695
12	R	1695
12	J	1710
11	R	1710
11	J	1725
10	R	1725
10	J	1740
9	R	1740
7	J	1755
9	J	1755
7	R	1755
7	W	1755
8	R	1755
8	J	1770
16	R	1770
16	J	1785
15	R	1785
15	J	1800
14	R	1800
14	J	1815
13	R	1815
13	J	1830
12	R	1830
12	J	1845
11	R	1845
7	J	1860
11	J	1860
7	R	1860
7	W	1860
10	R	1860
10	J	1875
9	R	1875
9	J	1890
8	R	1890
8	J	1905
16	R	1905
16	J	1920
15	R	1920
15	J	1935
14	R	1935
14	J	1950
13	R	1950
7	J	1965
13	J	1965
7	R	1965
7	W	1965
12	R	1965
12	J	1980
11	R	1980
11	J	1995
10	R	1995
10	J	2010
9	R	2010
9	J	2025
8	R	2025
8	W	2035
16	R	2035
16	J	2050
15	R	2050
15	J	2065
14	R	2065
7	J	2080
14	J	2080
7	R	2080
7	W	2080
13	R	2080
13	J	2095
12	R	2095
12	J	2110
11	R	2110
11	J	2125
10	R	2125
8	J	2140
10	J	2140
8	R	2140
8	W	2140
9	R	2140
9	J	2155
16	R	2155
16	J	2170
15	R	2170
7	J	2185
15	J	2185
7	R	2185
7	W	2185
14	R	2185
14	J	2200
13	R	2200
13	J	2215
12	R	2215
12	J	2230
11	R	2230
8	J	2245
11	J	2245
8	R	2245
8	W	2245
10	R	2245
10	J	2260
9	R	2260
9	J	2275
