1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	74
1	W	75
4	R	75
5	N	107
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	772
4	R	772
4	W	772
0	R	772
4	J	808
4	R	808
4	W	808
0	R	808
4	J	841
4	R	841
4	W	841
0	R	841
4	J	869
4	R	869
4	W	869
0	R	869
4	J	954
4	R	954
4	W	954
0	R	954
4	J	993
4	R	993
4	W	993
0	R	993
4	J	1019
4	R	1019
4	W	1024
0	R	1024
4	J	1096
4	R	1097
4	W	1097
0	R	1097
4	J	1266
4	R	1266
6	N	1267
6	J	1268
4	W	1268
6	R	1268
7	N	1270
7	J	1270
8	N	1270
8	J	1271
9	N	1271
9	J	1271
10	N	1272
10	J	1272
11	N	1272
11	J	1273
12	N	1273
12	J	1273
13	N	1274
13	J	1274
14	N	1274
14	J	1275
15	N	1275
15	J	1275
16	N	1276
16	J	1276
6	W	1277
16	R	1277
16	J	1327
15	R	1327
15	J	1377
14	R	1377
14	J	1427
13	R	1427
13	J	1477
12	R	1477
12	J	1527
11	R	1527
11	J	1577
10	R	1577
10	J	1627
9	R	1627
9	J	1677
8	R	1677
8	J	1727
7	R	1727
7	W	1727
16	R	1727
16	J	1777
15	R	1777
15	J	1827
14	R	1827
7	J	1877
14	J	1877
7	R	1877
7	W	1877
13	R	1877
13	J	1927
12	R	1927
12	J	1977
11	R	1977
7	J	2027
11	J	2027
7	R	2027
7	W	2027
10	R	2027
10	J	2077
9	R	2077
9	J	2127
8	R	2127
7	J	2177
8	J	2177
7	R	2177
7	W	2177
16	R	2177
16	J	2227
15	R	2227
15	J	2277
14	R	2277
7	J	2327
14	J	2327
7	R	2327
7	W	2327
13	R	2327
13	J	2377
12	R	2377
12	J	2427
11	R	2427
7	J	2477
11	J	2477
7	R	2477
7	W	2477
10	R	2477
10	J	2527
9	R	2527
9	J	2577
8	R	2577
8	W	2577
16	R	2577
7	J	2627
16	J	2627
7	R	2627
7	W	2627
15	R	2627
15	J	2677
14	R	2677
8	J	2727
14	J	2727
8	R	2727
8	W	2727
13	R	2727
7	J	2777
13	J	2777
7	R	2777
7	W	2777
12	R	2777
12	J	2827
11	R	2827
8	J	2877
11	J	2877
8	R	2877
8	W	2877
10	R	2877
7	J	2927
10	J	2927
7	R	2927
7	W	2927
9	R	2927
9	J	2977
16	R	2977
8	J	3027
16	J	3027
8	R	3027
8	W	3027
15	R	3027
7	J	3077
3	J	3077
15	J	3077
7	R	3077
7	W	3077
3	R	3077
3	W	3077
14	R	3077
14	J	3127
13	R	3127
8	J	3177
13	J	3177
8	R	3177
8	W	3177
12	R	3177
7	J	3227
12	J	3227
7	R	3227
7	E	3227
6	J	3227
6	R	3227
6	E	3228
4	J	3228
4	R	3228
17	N	3228
17	J	3229
4	W	3229
11	R	3229
8	J	3279
11	J	3279
8	R	3279
8	W	3279
10	R	3279
10	J	3329
9	R	3329
9	W	3329
17	R	3329
4	J	3331
17	E	3331
4	R	3331
4	W	3332
16	R	3332
8	J	3382
16	J	3382
8	R	3382
8	W	3382
15	R	3382
9	J	3432
15	J	3432
9	R	3432
9	W	3432
14	R	3432
14	J	3482
13	R	3482
8	J	3532
13	J	3532
8	R	3532
8	W	3532
12	R	3532
9	J	3582
12	J	3582
9	R	3582
9	W	3582
11	R	3582
11	J	3632
10	R	3632
8	J	3682
10	J	3682
8	R	3682
8	W	3682
16	R	3682
9	J	3732
16	J	3732
9	R	3732
9	W	3732
15	R	3732
4	J	3778
15	J	3782
4	R	3782
4	W	3782
14	R	3782
8	J	3832
14	J	3832
8	R	3832
8	E	3832
1	J	3832
1	R	3832
1	W	3832
13	R	3832
4	J	3861
9	J	3882
13	J	3882
4	R	3882
4	W	3882
9	R	3882
9	W	3882
12	R	3882
4	J	3888
12	J	3932
4	R	3932
4	W	3932
11	R	3932
4	J	3942
11	J	3982
4	R	3982
4	W	3982
10	R	3982
10	W	3982
16	R	3982
4	J	4006
9	J	4032
16	J	4032
4	R	4032
4	W	4032
9	R	4032
9	W	4032
15	R	4032
4	J	4062
15	J	4082
4	R	4082
4	W	4082
14	R	4082
10	J	4132
14	J	4132
10	R	4132
10	W	4132
13	R	4132
4	J	4172
9	J	4182
13	J	4182
4	R	4182
4	W	4182
9	R	4182
9	W	4182
12	R	4182
4	J	4203
12	J	4232
4	R	4232
18	N	4233
18	J	4233
4	W	4234
10	J	4234
10	R	4234
10	W	4234
11	R	4234
9	J	4284
11	J	4284
9	R	4284
9	W	4284
18	R	4284
