1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	E	68
1	J	68
1	R	68
4	N	68
4	J	69
1	W	69
3	R	69
3	W	75
4	R	75
5	N	107
5	J	107
4	W	108
5	R	108
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	808
4	R	808
4	W	808
0	R	808
4	J	849
4	R	849
4	W	849
0	R	849
4	J	898
4	R	898
4	W	898
0	R	898
4	J	929
4	R	929
4	W	929
0	R	929
4	J	1095
4	R	1096
4	W	1096
0	R	1096
4	J	1147
4	R	1147
4	W	1147
0	R	1147
4	J	1468
4	R	1468
4	W	1474
0	R	1474
4	J	1565
4	R	1565
4	W	1565
0	R	1565
4	J	1759
4	R	1759
6	N	1760
6	J	1760
4	W	1761
6	R	1761
7	N	1762
7	J	1763
8	N	1763
8	J	1763
9	N	1764
9	J	1764
10	N	1764
10	J	1765
11	N	1765
11	J	1765
12	N	1765
12	J	1766
13	N	1766
13	J	1767
14	N	1767
14	J	1767
15	N	1767
15	J	1768
16	N	1768
16	J	1769
6	W	1770
16	R	1770
16	J	1780
15	R	1780
15	J	1790
14	R	1790
14	J	1800
13	R	1800
13	J	1810
12	R	1810
12	J	1820
11	R	1820
11	J	1830
10	R	1830
10	J	1840
9	R	1840
9	J	1850
8	R	1850
8	J	1860
7	R	1860
7	W	1860
16	R	1860
16	J	1870
15	R	1870
15	J	1880
14	R	1880
14	J	1890
13	R	1890
13	J	1900
12	R	1900
12	J	1910
11	R	1910
11	J	1920
10	R	1920
10	J	1930
9	R	1930
9	J	1940
8	R	1940
8	J	1950
16	R	1950
16	J	1960
15	R	1960
7	J	1970
15	J	1970
7	R	1970
7	W	1970
14	R	1970
14	J	1980
13	R	1980
13	J	1990
12	R	1990
12	J	2000
11	R	2000
11	J	2010
10	R	2010
10	J	2020
9	R	2020
9	J	2030
8	R	2030
8	J	2040
16	R	2040
16	J	2050
15	R	2050
15	J	2060
14	R	2060
14	J	2070
13	R	2070
7	J	2080
13	J	2080
7	R	2080
7	W	2080
12	R	2080
12	J	2090
11	R	2090
11	J	2100
10	R	2100
10	J	2110
9	R	2110
9	J	2120
8	R	2120
8	J	2130
16	R	2130
16	J	2140
15	R	2140
15	J	2150
14	R	2150
14	J	2160
13	R	2160
13	J	2170
12	R	2170
12	J	2180
11	R	2180
7	J	2190
11	J	2190
7	R	2190
7	W	2190
10	R	2190
10	J	2200
9	R	2200
9	J	2210
8	R	2210
8	J	2220
16	R	2220
16	J	2230
15	R	2230
15	J	2240
14	R	2240
14	J	2250
13	R	2250
13	J	2260
12	R	2260
12	J	2270
11	R	2270
11	J	2280
10	R	2280
10	J	2290
9	R	2290
7	J	2300
9	J	2300
7	R	2300
7	W	2300
8	R	2300
8	J	2310
16	R	2310
16	J	2320
15	R	2320
15	J	2330
14	R	2330
14	J	2340
13	R	2340
13	J	2350
12	R	2350
12	J	2360
11	R	2360
11	J	2370
10	R	2370
10	J	2380
9	R	2380
9	J	2390
8	R	2390
8	J	2400
16	R	2400
7	J	2410
16	J	2410
7	R	2410
7	W	2410
15	R	2410
15	J	2420
14	R	2420
14	J	2430
13	R	2430
13	J	2440
12	R	2440
12	J	2450
11	R	2450
11	J	2460
10	R	2460
10	J	2470
9	R	2470
9	J	2480
8	R	2480
8	J	2490
16	R	2490
16	J	2500
15	R	2500
15	J	2510
14	R	2510
7	J	2520
14	J	2520
7	R	2520
7	W	2520
13	R	2520
13	J	2530
12	R	2530
12	J	2540
11	R	2540
11	J	2550
10	R	2550
10	J	2560
9	R	2560
9	J	2570
8	R	2570
8	J	2580
16	R	2580
16	J	2590
15	R	2590
15	J	2600
14	R	2600
14	J	2610
13	R	2610
13	J	2620
12	R	2620
7	J	2630
